customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.PaperlessBilling,account.Charges.Monthly,account.Charges.Total,account.Cuentas_Diarias,internet.InternetService_Fiber optic,internet.InternetService_No,account.Contract_One year,account.Contract_Two year,account.PaymentMethod_Credit card (automatic),account.PaymentMethod_Electronic check,account.PaymentMethod_Mailed check,PaymentMethod,Contract
0480-KYJVA,0,Female,0,1,1,1.6137012404433893,1,1,0,0,0,0,0,0,0,-1.3464441800535252,-0.2184889154440834,-1.3464441800535247,False,True,False,True,True,False,False,Credit card (automatic),Two year
0481-SUMCB,0,Female,1,0,0,0.5142514200025698,1,1,0,0,1,0,1,1,1,1.2426355462052947,1.0833756999481852,1.242635546205295,True,False,True,False,False,False,False,Otro,One year
0484-FFVBJ,0,Male,0,0,0,-0.015113308357824713,1,0,0,0,0,0,1,1,1,0.0029349840813665527,-0.11858304352393183,0.002934984081366995,False,False,True,False,False,False,False,Otro,One year
0484-JPBRU,0,Male,0,0,0,0.35136996512244845,1,1,0,0,0,0,0,0,1,-1.3132082400502028,-0.5661631144578853,-1.3132082400502023,False,True,False,False,False,False,False,Otro,Month-to-month
0485-ZBSLN,0,Male,0,1,1,1.3286586944031769,1,1,0,0,0,0,0,0,0,-1.329826210051864,-0.24910700999589847,-1.3298262100518636,False,True,False,True,True,False,False,Credit card (automatic),Two year
0486-HECZI,1,Male,0,1,0,0.9214550572028734,1,1,1,1,0,0,1,0,1,1.0631614701873533,1.3055333586162896,1.0631614701873535,True,False,False,False,False,True,False,Electronic check,Month-to-month
0486-LGCCH,0,Male,0,1,1,-0.8702409464784621,1,0,0,0,0,0,0,0,0,-1.4993295040688086,-0.9061827898337333,-1.4993295040688084,False,True,False,True,False,False,True,Mailed check,Two year
0487-CRLZF,0,Female,0,0,0,0.6771328748826912,1,0,0,0,1,1,1,1,1,0.32200000811326246,0.6362588710787764,0.3220000081132629,False,False,False,True,False,False,False,Otro,Two year
0487-RPVUM,0,Male,0,1,0,1.1657772395230555,1,1,1,0,1,1,1,0,0,1.1512367111961581,1.6164570205095412,1.1512367111961581,True,False,False,False,False,False,False,Otro,Month-to-month
0487-VVUVK,0,Male,0,1,1,-0.30015585439803716,1,0,0,0,0,0,0,0,1,-1.51594747407047,-0.795070871780785,-1.5159474740704695,False,True,False,False,False,False,True,Mailed check,Month-to-month
0488-GSLFR,1,Female,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,1,0.1574821050968162,-0.9751176208671786,0.15748210509681668,True,False,False,False,False,True,False,Electronic check,Month-to-month
0489-WMEMG,0,Female,0,0,1,-0.38159658183809786,1,0,0,0,0,1,0,0,1,-0.5088984919697991,-0.5119417337602186,-0.5088984919697987,False,False,True,False,False,True,False,Electronic check,One year
0491-KAPQG,0,Male,0,0,0,-0.46303730927815856,1,1,0,0,0,0,0,0,1,0.29707305311077065,-0.31810801846713577,0.2970730531107707,True,False,False,False,False,True,False,Electronic check,Month-to-month
0495-RVCBF,1,Female,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,1,1,0.4964886931307054,-0.9706175550973154,0.49648869313070565,True,False,False,False,False,True,False,Electronic check,Month-to-month
0495-ZBNGW,1,Male,1,1,0,-1.1145631287986442,1,1,0,0,1,0,0,0,1,0.50313588113137,-0.8540349688535526,0.5031358811313703,True,False,False,False,False,False,False,Otro,Month-to-month
0496-AHOOK,0,Male,0,1,0,-0.3408762181180675,1,0,1,0,0,1,1,1,0,0.32033821111309646,-0.2500776124168493,0.3203382111130965,False,False,True,False,False,False,False,Otro,One year
0504-HHAPI,1,Female,1,0,0,-0.21871512695797646,1,1,0,0,1,0,0,1,0,0.7823177771592784,0.08294931369896605,0.7823177771592787,True,False,False,False,True,False,False,Credit card (automatic),Month-to-month
0505-SPOOW,0,Female,0,1,0,1.5322605130033284,1,0,0,0,0,0,0,0,0,-1.4943441130683104,-0.38916052750992847,-1.4943441130683097,False,True,False,True,False,False,False,Otro,Two year
0506-LVNGN,1,Female,1,0,0,-1.1145631287986442,1,0,0,0,1,0,0,0,1,0.358559542116917,-0.8515202262174525,0.3585595421169171,True,False,False,False,True,False,False,Credit card (automatic),Month-to-month
0506-YLVKJ,0,Male,0,1,1,0.5549717837226001,1,0,0,0,0,0,0,0,1,-1.481049737066981,-0.6010165650283952,-1.4810497370669808,False,True,False,True,False,False,True,Mailed check,Two year
0508-OOLTO,0,Female,0,1,1,-1.2367242199587352,1,0,0,0,0,0,0,0,1,0.22893937610395967,-0.9458892525089978,0.22893937610396006,True,False,False,False,False,True,False,Electronic check,Month-to-month
0508-SQWPL,0,Female,0,1,1,1.002895784642934,1,0,0,0,0,0,0,0,1,-1.4843733310673135,-0.5259051731343531,-1.484373331067313,False,True,False,True,False,False,False,Otro,Two year
0511-JTEOY,1,Female,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0.21065960910213194,-0.9744117281973961,0.21065960910213208,True,False,False,False,False,False,True,Mailed check,Month-to-month
0512-FLFDW,0,Female,1,1,0,1.125056875803025,1,1,0,0,1,0,1,1,1,1.1877962451998125,1.6541119826132504,1.1877962451998128,True,False,True,False,True,False,False,Credit card (automatic),One year
0513-RBGPE,0,Male,0,1,1,0.18848851024232702,1,1,1,0,1,1,0,0,1,-0.0651986929254444,-0.00043425791908934284,-0.06519869292544407,False,False,False,True,True,False,False,Credit card (automatic),Two year
0515-YPMCW,1,Male,0,0,1,-1.2774445836787656,1,0,0,0,0,0,0,0,1,0.18905624809997262,-0.9746984970944953,0.18905624809997307,True,False,False,False,False,False,True,Mailed check,Month-to-month
0516-OOHAR,0,Male,0,1,1,-0.1779947632379461,1,0,0,1,1,0,1,1,0,1.182810854199314,0.22909115548987,1.182810854199314,True,False,True,False,False,False,False,Otro,One year
0516-QREYC,0,Female,1,0,0,-0.3408762181180675,1,0,0,0,0,0,0,0,1,-1.477726143066649,-0.8028577502943228,-1.4777261430666484,False,True,False,False,False,False,True,Mailed check,Month-to-month
0516-UXRMT,0,Female,0,0,0,1.2064976032430856,1,1,1,1,1,0,0,0,1,0.9069525521717376,1.5335808092478922,0.906952552171738,True,False,True,False,False,True,False,Electronic check,One year
0516-VRYBW,1,Female,0,0,1,-0.5851984004382496,1,0,0,0,0,0,0,0,0,-1.4827115340671475,-0.8333434899705537,-1.4827115340671468,False,True,True,False,False,False,False,Otro,One year
0516-WJVXC,1,Female,0,0,0,-1.1145631287986442,1,0,1,0,0,1,0,0,0,-0.3510277769540174,-0.8697851990480742,-0.35102777695401693,False,False,False,False,False,True,False,Electronic check,Month-to-month
0519-DRGTI,0,Female,0,1,1,-0.5037576729981889,1,0,0,0,0,0,0,0,0,-1.4760643460664828,-0.8105122739322767,-1.4760643460664824,False,True,False,False,False,False,True,Mailed check,Month-to-month
0519-XUZJU,1,Female,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0.19902703010096928,-0.974566142218911,0.19902703010096962,True,False,False,False,False,False,True,Mailed check,Month-to-month
0520-FDVVT,1,Male,0,0,0,0.10704778280226633,1,0,0,1,1,0,1,1,1,1.249282734205959,0.5939935474755504,1.2492827342059591,True,False,True,False,False,False,False,Otro,One year
0523-VNGTF,0,Female,1,0,0,0.7992939660427822,0,0,0,1,1,1,1,0,1,-0.4740007549663106,0.12642789032838073,-0.4740007549663102,False,False,False,False,False,True,False,Electronic check,Month-to-month
0524-IAVZO,1,Female,0,1,0,-0.0965540357978854,1,1,0,0,0,0,0,1,1,0.6726391751483144,0.1519944404620648,0.6726391751483147,True,False,False,False,False,True,False,Electronic check,Month-to-month
0526-SXDJP,0,Male,0,1,0,1.6137012404433893,0,0,1,1,1,0,0,0,0,-0.7531826509942192,0.3010039712239601,-0.7531826509942189,False,False,False,True,False,False,False,Otro,Two year
0529-ONKER,1,Male,1,0,0,-0.7073594915983407,1,1,0,0,0,0,0,0,0,0.36188313611724954,-0.49989744008205494,0.36188313611724987,True,False,False,False,False,True,False,Electronic check,Month-to-month
0530-IJVDB,0,Male,0,0,1,1.5322605130033284,1,1,1,1,1,1,1,1,1,1.656422999246659,2.4718445222643917,1.6564229992466593,True,False,False,True,False,True,False,Electronic check,Two year
0531-XBKMM,0,Male,0,0,1,1.369379058123207,1,1,1,1,0,1,0,0,0,0.03118553308419093,0.926116048608207,0.031185533084191072,False,False,False,True,False,False,False,Otro,Two year
0531-ZZJWQ,0,Male,1,1,0,0.9214550572028734,1,1,0,0,0,0,0,0,1,0.3070438351117673,0.7820698256807199,0.30704383511176764,True,False,False,False,False,True,False,Electronic check,Month-to-month
0533-BNWKF,1,Female,1,1,0,0.9214550572028734,1,1,0,1,1,0,0,0,1,0.6875953481498096,1.1448545396570529,0.6875953481498099,True,False,False,False,False,True,False,Electronic check,Month-to-month
0533-UCAAU,0,Male,1,1,0,1.002895784642934,1,1,0,1,1,0,1,0,1,0.21065960910213194,0.8207615676431722,0.21065960910213208,False,False,True,False,True,False,False,Credit card (automatic),One year
0536-ACXIP,0,Female,0,1,0,1.6137012404433893,1,1,1,1,1,0,1,1,1,1.4885815022298807,2.596522815064722,1.4885815022298807,True,False,False,True,False,True,False,Electronic check,Two year
0536-BGFMZ,0,Female,0,1,0,-0.1779947632379461,1,0,0,0,0,0,0,0,0,-1.4710789550659844,-0.7573717913852144,-1.471078955065984,False,True,False,False,False,False,True,Mailed check,Month-to-month
0536-ESJEP,0,Male,0,1,0,0.880734693482843,1,0,1,1,0,0,1,1,1,0.32532360211359457,0.8434163105140033,0.3253236021135948,False,False,False,True,False,False,False,Otro,Two year
0537-QYZZN,0,Male,1,1,1,-0.3408762181180675,1,1,1,0,0,0,0,0,1,0.5014740841312035,-0.18617226665560424,0.5014740841312039,True,False,False,False,False,True,False,Electronic check,Month-to-month
0541-FITGH,0,Female,0,1,0,-1.2367242199587352,1,0,1,0,0,0,0,1,1,-0.08680205392760396,-0.9558820456156061,-0.0868020539276035,False,False,False,False,False,False,True,Mailed check,Month-to-month
0547-HURJB,0,Male,0,0,1,-0.8295205827584317,1,0,0,0,0,0,0,0,0,-1.4527991880641573,-0.9017489015016621,-1.4527991880641566,False,True,False,False,True,False,False,Credit card (automatic),Month-to-month
0549-CYCQN,0,Male,1,0,0,0.758573602322752,1,1,0,1,0,0,0,0,1,0.4931650991303729,0.7477899129044081,0.4931650991303733,True,False,True,False,False,False,False,Otro,One year
0550-DCXLH,0,Male,0,0,0,-0.7888002190384014,1,0,0,1,0,1,1,1,0,0.2854404741096075,-0.5947958858759371,0.28544047410960777,False,False,False,False,False,False,True,Mailed check,Month-to-month
0556-FJEGU,0,Male,0,0,0,1.0436161483629645,1,0,0,1,1,1,1,0,0,0.1774236690988095,0.7805477446115013,0.17742366909880972,False,False,False,True,False,False,False,Otro,Two year
0557-ASKVU,0,Female,0,1,1,-0.5851984004382496,1,0,0,0,1,1,0,0,1,-0.34438058895335305,-0.5835236623053481,-0.3443805889533528,False,False,True,False,True,False,False,Credit card (automatic),One year
0559-CKHUS,0,Female,0,1,0,-0.13727439951791576,1,0,0,0,0,0,0,0,1,-1.502653098069141,-0.7755705867780439,-1.5026530980691402,False,True,False,True,False,False,True,Mailed check,Two year
0562-FGDCR,0,Female,0,1,1,1.6137012404433893,1,1,1,1,0,1,1,0,0,0.32532360211359457,1.3901301832605337,0.3253236021135948,False,False,False,True,False,False,True,Mailed check,Two year
0562-HKHML,0,Male,0,1,1,1.5729808767233588,1,1,0,0,0,0,0,0,0,-1.3580767590546883,-0.2882399348769646,-1.3580767590546876,False,True,False,True,True,False,False,Credit card (automatic),Two year
0562-KBDVM,0,Female,0,0,0,1.5322605130033284,0,0,1,1,1,1,0,0,1,-0.6700928009859131,0.343423708848701,-0.6700928009859126,False,False,False,True,False,False,False,Otro,Two year
0564-JJHGS,1,Male,0,0,0,-0.9516816739185228,1,1,0,0,0,0,1,1,1,1.0216165451832002,-0.6399950758879465,1.0216165451832002,True,False,False,False,False,True,False,Electronic check,Month-to-month
0564-MUUQK,0,Female,0,1,1,-0.5037576729981889,1,1,0,0,1,1,0,1,1,1.0216165451832002,-0.16038512506261304,1.0216165451832002,True,False,False,False,False,False,False,Otro,Month-to-month
0565-IYCGT,1,Male,0,0,0,1.4915401492832983,1,1,1,1,1,1,0,1,1,0.4599291591270504,1.3573944106993712,0.4599291591270505,False,False,True,False,True,False,False,Credit card (automatic),One year
0565-JUPYD,0,Male,0,0,0,1.247217966963116,1,1,1,1,1,1,1,0,0,1.3207400052131024,1.9019685462906235,1.3207400052131026,True,False,True,False,True,False,False,Credit card (automatic),One year
0567-GGCAC,0,Female,0,0,0,-1.0331224013585834,1,0,1,1,1,0,0,0,0,-0.11172900893009581,-0.8121446507311486,-0.1117290089300957,False,False,False,False,False,True,False,Electronic check,Month-to-month
0567-XRHCU,0,Female,0,1,1,1.4915401492832983,0,0,1,0,1,0,0,1,1,-0.6916961619880726,0.30016572367859334,-0.6916961619880723,False,False,False,True,True,False,False,Credit card (automatic),Two year
0568-ONFPC,1,Male,0,1,1,-1.1145631287986442,1,1,0,0,0,0,0,0,1,-1.2916048790480432,-0.9462201396979583,-1.2916048790480428,False,True,False,False,False,False,False,Otro,Month-to-month
0570-BFQHT,0,Female,0,0,0,-0.9516816739185228,1,0,0,1,1,0,0,0,0,0.5247392421335293,-0.7172903232291279,0.5247392421335297,True,False,False,False,False,True,False,Electronic check,Month-to-month
0572-ZJKLT,0,Female,0,1,1,0.5549717837226001,1,1,1,0,1,1,0,1,0,1.1595456961969886,1.0369853160559177,1.1595456961969888,True,False,False,True,False,False,True,Mailed check,Two year
0575-CUQOV,0,Male,1,1,0,1.125056875803025,1,0,0,1,1,0,1,1,1,1.1030445981913404,1.5826403497977743,1.1030445981913406,True,False,True,False,False,True,False,Electronic check,One year
0576-WNXXC,1,Male,1,1,0,-0.21871512695797646,1,1,0,1,1,0,0,1,1,1.0232783421833662,0.10167752859413237,1.0232783421833667,True,False,False,False,False,True,False,Electronic check,Month-to-month
0577-WHMEV,0,Female,0,1,0,-0.6666391278783103,1,1,1,1,1,0,0,0,0,0.8620840331672525,-0.3991974389083981,0.8620840331672527,True,False,False,False,False,True,False,Electronic check,Month-to-month
0578-SKVMF,1,Female,0,1,1,-0.4223169455581282,1,0,0,1,0,0,0,1,0,0.6161380771426661,-0.1914002842411807,0.6161380771426661,True,False,False,False,False,True,False,Electronic check,Month-to-month
0580-PIQHM,0,Female,0,1,1,0.35136996512244845,1,1,1,1,1,0,0,1,1,1.2243557792034672,0.728311687047598,1.224355779203467,True,False,True,False,False,False,False,Otro,One year
0581-BXBUB,0,Female,1,0,0,-1.1552834925186746,1,0,0,1,0,0,0,0,0,0.2654989101076142,-0.8655939613212408,0.2654989101076143,True,False,False,False,False,True,False,Electronic check,Month-to-month
0581-MDMPW,0,Female,0,0,0,-0.3408762181180675,1,1,0,0,1,0,1,0,1,0.8039211381614382,-0.09131793915358358,0.8039211381614386,True,False,False,False,True,False,False,Credit card (automatic),Month-to-month
0582-AVCLN,0,Female,0,0,0,0.22920887396235737,1,0,0,0,0,0,0,0,0,-1.477726143066649,-0.6779588660346855,-1.4777261430666484,False,True,False,True,False,False,True,Mailed check,Two year
0584-BJQGZ,0,Female,0,0,0,-0.30015585439803716,1,1,1,1,1,1,1,0,1,0.4516201741262198,-0.1949297475900931,0.4516201741262199,False,False,False,False,False,False,False,Otro,Month-to-month
0585-EGDDA,0,Male,0,1,0,0.3106496014024181,1,0,0,1,1,0,0,0,1,0.5064594751317021,0.3922185396474149,0.5064594751317022,True,False,False,False,False,True,False,Electronic check,Month-to-month
0587-DMGBH,1,Female,0,0,0,-0.9924020376385531,1,0,1,0,0,0,0,0,1,-0.49560411596847015,-0.8445054178114891,-0.49560411596846987,False,False,False,False,False,True,False,Electronic check,Month-to-month
0594-UFTUL,0,Male,0,1,1,-0.7888002190384014,1,0,0,0,0,0,0,0,1,-1.4926823160681442,-0.8946017382201145,-1.4926823160681437,False,True,False,False,False,False,True,Mailed check,Month-to-month
0595-ITUDF,0,Male,0,1,1,1.2879383306831464,1,1,1,1,1,0,0,0,1,0.898643567170907,1.623890952688188,0.8986435671709073,True,False,False,False,False,True,False,Electronic check,Month-to-month
0596-BQCEQ,1,Female,0,1,1,1.2064976032430856,1,0,0,1,1,0,1,1,1,1.1761636661986499,1.7663047988168032,1.1761636661986499,True,False,False,False,False,True,False,Electronic check,Month-to-month
0599-XNYDO,0,Female,0,1,0,-0.5037576729981889,1,0,0,0,0,0,0,0,1,0.16745288709781284,-0.32620372502370365,0.1674528870978132,True,False,False,False,False,False,False,Otro,Month-to-month
0601-WZHJF,1,Male,0,1,0,-0.748079855318371,0,0,0,0,0,0,1,1,0,-0.6119299059800988,-0.711201998952254,-0.6119299059800983,False,False,False,False,False,True,False,Electronic check,Month-to-month
0602-DDUML,0,Female,0,0,0,1.002895784642934,1,0,0,1,1,1,1,0,0,0.1657910900976468,0.7123629245397001,0.16579109009764725,False,False,False,True,False,False,True,Mailed check,Two year
0603-OLQDC,0,Male,0,0,1,-0.8295205827584317,1,0,1,0,0,0,1,1,1,0.16911468409797886,-0.6362891393715884,0.16911468409797914,False,False,False,False,False,False,True,Mailed check,Month-to-month
0603-TPMIB,0,Female,0,1,1,1.0843365120829946,1,1,0,0,0,0,0,0,0,-1.3065610520495383,-0.32898317741097216,-1.306561052049538,False,True,False,True,False,False,True,Mailed check,Two year
0604-THJFP,0,Female,0,1,1,1.0843365120829946,1,0,0,1,0,1,1,1,1,0.3718539181182462,0.9982273966556736,0.3718539181182464,False,False,False,True,True,False,False,Credit card (automatic),Two year
0607-DAAHE,1,Male,0,0,1,0.8400143297628127,1,0,0,0,0,0,0,0,0,-1.4960059100684764,-0.5415009893073599,-1.496005910068476,False,True,False,True,False,False,False,Otro,Two year
0607-MVMGC,0,Male,0,1,1,0.5142514200025698,1,1,0,1,1,0,1,1,0,0.464914550127549,0.5827654421968229,0.46491455012754923,False,False,True,False,True,False,False,Credit card (automatic),One year
0608-JDVEC,0,Male,0,1,0,0.7178532386027215,1,0,0,0,0,0,0,0,0,-1.4943441130683104,-0.5587733005710999,-1.4943441130683097,False,True,False,True,False,True,False,Electronic check,Two year
0611-DFXKO,1,Male,0,1,0,-0.5037576729981889,1,0,0,0,0,0,1,1,1,0.8055829351616043,-0.20262838951990828,0.8055829351616045,True,False,False,False,False,False,True,Mailed check,Month-to-month
0612-RTZZA,1,Female,1,0,0,-1.2774445836787656,0,0,0,0,0,0,0,0,0,-1.3132082400502028,-0.9946399650158503,-1.3132082400502023,False,False,False,False,False,True,False,Electronic check,Month-to-month
0613-WUXUM,0,Female,0,1,1,1.5322605130033284,1,0,0,0,0,0,0,0,1,-1.5142856770703037,-0.3875060915651258,-1.514285677070303,False,True,False,True,False,False,True,Mailed check,Two year
0616-ATFGB,1,Male,1,1,0,-1.2774445836787656,0,0,0,0,0,0,0,0,0,-1.3198554280508674,-0.994728201599573,-1.319855428050867,False,False,False,False,False,True,False,Electronic check,Month-to-month
0617-AQNWT,1,Female,0,1,0,1.2879383306831464,0,0,1,0,1,1,0,1,0,-0.562075995975115,0.3828434026268663,-0.5620759959751148,False,False,False,True,False,True,False,Electronic check,Two year
0617-FHSGK,1,Male,0,0,1,0.6771328748826912,1,1,0,0,0,0,0,0,0,0.3469269631157543,0.6170232958272039,0.34692696311575466,True,False,False,False,True,False,False,Credit card (automatic),Month-to-month
0618-XWMSS,1,Male,0,0,1,-0.1779947632379461,1,0,1,0,0,0,0,0,1,0.33695618111475767,-0.0931709074117625,0.3369561811147581,True,False,False,False,False,False,False,Otro,Month-to-month
0619-OLYUR,0,Male,0,1,0,1.6137012404433893,1,1,1,0,1,1,1,1,1,1.5666859612376889,2.5550295615690706,1.5666859612376887,True,False,False,True,True,False,False,Credit card (automatic),Two year
0620-DLSLK,0,Female,0,0,0,-0.7888002190384014,1,0,0,0,0,0,1,0,1,0.5696077611380149,-0.5518467287488593,0.5696077611380149,True,False,False,False,False,False,True,Mailed check,Month-to-month
0620-XEFWH,0,Male,0,1,1,-1.1552834925186746,1,0,0,0,0,0,0,0,0,-1.5259182560714666,-0.9686322319635521,-1.525918256071466,False,True,False,False,False,False,True,Mailed check,Month-to-month
0621-CXBKL,0,Female,0,0,0,0.8400143297628127,1,0,0,0,0,0,0,0,0,-1.5309036470719648,-0.5620821724607052,-1.5309036470719646,False,True,False,True,False,False,True,Mailed check,Two year
0621-HJWXJ,0,Female,0,1,0,1.247217966963116,1,1,0,1,0,0,0,0,1,0.5579751821368518,1.2129511231451315,0.557975182136852,True,False,False,False,False,False,False,Otro,Month-to-month
0621-JFHOL,0,Female,0,0,0,-0.9109613101984924,0,0,0,0,0,1,0,0,1,-1.16863190103575,-0.8738440818993235,-1.1686319010357495,False,False,False,True,False,False,True,Mailed check,Two year
0621-TSSMU,0,Male,0,1,0,0.9621754209229036,1,0,0,0,0,0,0,0,0,-1.4893587220678117,-0.5086769801624745,-1.4893587220678113,False,True,True,False,True,False,False,Credit card (automatic),One year
0621-TWIEM,1,Male,0,0,0,-0.9109613101984924,1,0,0,0,0,0,0,0,1,-0.6385186579827569,-0.8281595906768386,-0.6385186579827564,False,False,False,False,False,True,False,Electronic check,Month-to-month
0623-EJQEG,0,Male,0,0,0,1.3286586944031769,1,1,1,0,0,1,0,1,0,0.9568064621767214,1.671869595087466,0.9568064621767215,True,False,True,False,False,True,False,Electronic check,One year
0623-GDISB,0,Female,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,1,-0.5421344319731216,-0.9844045213040044,-0.5421344319731213,False,False,False,False,False,False,False,Otro,Month-to-month
0623-IIHUG,1,Female,1,0,0,-0.46303730927815856,0,0,1,0,0,0,1,0,1,-0.7598298389948839,-0.6351420637831919,-0.7598298389948833,False,False,False,False,False,True,False,Electronic check,Month-to-month
0625-AFOHS,0,Female,0,1,1,-0.13727439951791576,1,0,0,0,0,0,0,0,0,-1.481049737066981,-0.7592468187893241,-1.4810497370669808,False,True,False,True,False,False,True,Mailed check,Two year
0626-QXNGV,0,Female,0,1,0,1.6137012404433893,1,1,0,0,0,0,0,0,1,-1.3497677740538576,-0.22204043793892647,-1.3497677740538572,False,True,False,True,True,False,False,Credit card (automatic),Two year
0628-CNQRM,1,Male,0,1,1,-0.4223169455581282,1,0,1,0,1,1,1,0,1,0.09101022509017127,-0.32457134822483164,0.09101022509017155,False,False,True,False,False,False,False,Otro,One year
0634-SZPQA,1,Female,0,0,0,-0.38159658183809786,1,1,1,0,0,0,1,0,1,0.8404806721650927,-0.04850113690208997,0.8404806721650928,True,False,False,False,False,False,False,Otro,Month-to-month
0635-WKOLD,0,Male,0,1,0,0.3106496014024181,1,1,0,1,0,1,1,0,0,0.19902703010096928,0.2832463587497446,0.19902703010096962,False,False,True,False,True,False,False,Credit card (automatic),One year
0637-KVDLV,1,Male,0,0,0,-1.2367242199587352,1,1,0,0,0,0,0,0,1,0.39013368512007346,-0.9341096685820027,0.3901336851200735,True,False,False,False,False,True,False,Electronic check,Month-to-month
0637-UBJRP,1,Male,0,1,1,-0.7888002190384014,1,0,1,0,0,0,0,1,0,0.641065032145158,-0.5225521829528864,0.6410650321451583,True,False,False,False,False,True,False,Electronic check,Month-to-month
0637-YLETY,1,Female,0,0,0,-0.6666391278783103,1,1,0,1,1,0,0,1,1,1.0249401391835322,-0.3194536263689086,1.0249401391835324,True,False,False,False,True,False,False,Credit card (automatic),Month-to-month
0639-TSIQW,1,Female,0,0,0,1.4100994218432374,1,1,1,1,1,0,1,0,1,1.2692242982079527,2.0323160395951443,1.2692242982079527,True,False,False,False,True,False,False,Credit card (automatic),Month-to-month
0640-YJTPY,0,Male,0,1,1,1.6137012404433893,1,0,0,0,0,0,0,0,0,-1.4544609850643233,-0.3467628490311183,-1.4544609850643229,False,True,False,True,False,False,False,Otro,Two year
0641-EVBOJ,0,Male,0,0,0,-1.1960038562387048,1,0,1,0,0,1,0,0,1,0.5829021371393436,-0.9111902159600027,0.5829021371393438,True,False,False,False,False,False,True,Mailed check,Month-to-month
0643-OKLRP,1,Female,1,1,0,0.5956921474426305,1,1,1,0,0,0,0,0,0,0.5180920541328647,0.6821198354687068,0.5180920541328651,True,False,False,False,False,True,False,Electronic check,Month-to-month
0644-OQMDK,0,Male,1,0,0,-1.1552834925186746,1,0,0,0,0,0,0,0,1,0.19570343610063723,-0.8761382330761166,0.19570343610063728,True,False,False,False,False,True,False,Electronic check,Month-to-month
0650-BWOZN,0,Female,1,0,0,-0.5851984004382496,1,0,0,1,0,0,0,0,1,0.2920876621102721,-0.4060137150009852,0.29208766211027243,True,False,False,False,False,True,False,Electronic check,Month-to-month
0654-HMSHN,1,Male,0,1,1,-0.46303730927815856,1,1,0,1,1,0,1,1,0,1.3174164112127704,-0.053729154487666624,1.3174164112127702,True,False,False,False,False,True,False,Electronic check,Month-to-month
0654-PQKDW,0,Female,0,1,1,1.2064976032430856,1,0,1,0,1,1,1,0,1,0.19902703010096928,0.875181480654215,0.19902703010096962,False,False,True,False,False,False,False,Otro,One year
0655-RBDUG,1,Male,0,0,0,-1.0331224013585834,1,1,0,0,1,0,1,1,1,1.1063681921916724,-0.6912164127390376,1.1063681921916724,True,False,False,False,False,False,False,Otro,Month-to-month
0655-YDGFJ,0,Male,0,0,0,-0.13727439951791576,1,0,0,0,1,0,0,0,0,-0.5255164619714603,-0.4217860043414375,-0.52551646197146,False,False,False,False,False,False,False,Otro,Month-to-month
0657-DOGUM,0,Female,0,1,0,0.6364125111626608,1,1,1,0,0,1,0,0,1,-0.1383177609327537,0.31126147408173677,-0.1383177609327534,False,False,True,False,False,False,False,Otro,One year
0661-KBKPA,0,Male,0,1,1,0.8400143297628127,1,1,0,0,1,1,1,1,1,0.464914550127549,0.733561763779105,0.46491455012754923,False,False,True,False,False,False,True,Mailed check,One year
0661-KQHNK,0,Female,0,1,1,-1.0738427650786138,1,0,0,0,0,0,0,0,0,-1.5209328650709681,-0.9592350357970728,-1.5209328650709677,False,True,True,False,True,False,False,Credit card (automatic),One year
0661-WCQNQ,0,Male,0,1,0,-0.4223169455581282,1,0,1,0,0,1,0,0,1,-0.28289409994720643,-0.43568326627778003,-0.2828940999472061,False,False,True,False,True,False,False,Credit card (automatic),One year
0661-XEYAN,1,Female,1,0,0,-1.2774445836787656,0,0,0,0,0,0,0,0,1,-1.2949284730483754,-0.9943973144106124,-1.2949284730483752,False,False,False,False,False,False,True,Mailed check,Month-to-month
0665-XHDJU,0,Male,0,1,0,1.6137012404433893,1,1,0,1,0,0,1,1,1,1.1512367111961581,2.2085465564355267,1.1512367111961581,True,False,False,True,False,True,False,Electronic check,Two year
0666-UXTJO,0,Male,1,1,0,0.06632741908223598,1,0,0,0,1,0,1,0,1,0.6792863631489789,0.26237840669929996,0.6792863631489794,True,False,False,False,True,False,False,Credit card (automatic),Month-to-month
0667-NSRGI,0,Female,0,1,0,0.6364125111626608,1,1,0,0,1,1,0,1,1,0.15914390209698223,0.509948201479574,0.15914390209698262,False,False,True,False,False,False,True,Mailed check,One year
0668-OGMHD,0,Female,0,1,0,-0.46303730927815856,0,0,1,0,0,0,0,0,0,-1.2051914350394048,-0.7281213638811029,-1.2051914350394044,False,False,False,False,False,True,False,Electronic check,Month-to-month
0670-ANMUU,0,Male,0,0,0,1.5729808767233588,1,1,1,0,0,1,0,1,0,1.0930738161903437,1.9447853485421172,1.093073816190344,True,False,True,False,True,False,False,Credit card (automatic),One year
